item_id,order_id,product_id,product_name,category,quantity,unit_price,gst_rate,gst_amount,discount_amount,total_price
ITM0029480,ORD011785,PRD0522,HCL Cricket Bat Ultra,Sports & Fitness,1,40989,12,4918.68,3067.79,42839.89
ITM0029481,ORD011785,PRD0173,Zebronics Sherwani Pro,Fashion,3,382,5,57.3,158.71,1044.59
ITM0029482,ORD011786,PRD0801,Voltas Car Cover Pro,Automotive,3,5490,28,4611.6,2063.58,19018.02
ITM0029483,ORD011786,PRD0816,Godrej Bike Helmet Plus,Automotive,1,6692,28,1873.76,1296.22,7269.54
ITM0029484,ORD011787,PRD0980,Finolex Office Chair Pro,Office Supplies,1,7531,18,1355.58,291.21,8595.37
ITM0029485,ORD011787,PRD0400,Berger Biography Premium,Books,1,354,0,0.0,49.02,304.98
ITM0029486,ORD011787,PRD0851,ITC Car Seat Cover Standard,Automotive,3,6818,28,5727.12,3219.77,22961.35
ITM0029487,ORD011788,PRD0849,V-Guard Dashboard Camera Base,Automotive,1,2662,28,745.36,497.18,2910.18
ITM0029488,ORD011788,PRD0134,HCL T-Shirt Pro,Fashion,3,2499,5,374.85,1140.82,6731.03
ITM0029489,ORD011788,PRD0316,Pidilite UPSC Guide Lite,Books,2,826,0,0.0,55.92,1596.08
ITM0029490,ORD011789,PRD0957,Pebble Whiteboard Max,Office Supplies,2,7404,18,2665.44,507.38,16966.06
ITM0029491,ORD011790,PRD0678,Voltas Diaper Lite,Toys & Baby,1,3588,12,430.56,461.07,3557.49
ITM0029492,ORD011790,PRD0486,Noise Lipstick Max,Beauty & Health,3,1885,18,1017.9,969.57,5703.33
ITM0029493,ORD011790,PRD0064,boAt Power Bank Max,Electronics,2,42630,18,15346.8,6087.02,94519.78
ITM0029494,ORD011790,PRD0811,Syska Bike Helmet Base,Automotive,2,6956,28,3895.36,31.5,17775.86
ITM0029495,ORD011791,PRD0504,Orient Yoga Mat Ultra,Sports & Fitness,2,48271,12,11585.04,17813.89,90313.15
ITM0029496,ORD011792,PRD0037,Wipro Smart TV Max,Electronics,2,69585,18,25050.6,22949.25,141271.35
ITM0029497,ORD011792,PRD0107,Usha Men Kurta Premium,Fashion,1,6507,5,325.35,521.79,6310.56
ITM0029498,ORD011793,PRD0936,Maruti File Folder Lite,Office Supplies,3,459,18,247.86,217.68,1407.18
ITM0029499,ORD011794,PRD0639,Amul Remote Control Car Max,Toys & Baby,3,3749,12,1349.64,1567.75,11028.89
ITM0029500,ORD011794,PRD0030,Infosys Tablet Elite,Electronics,1,58218,18,10479.24,6450.67,62246.57
ITM0029501,ORD011794,PRD0098,Mivi Router Max,Electronics,2,103554,18,37279.44,6008.75,238378.69
ITM0029502,ORD011795,PRD0602,ITC Board Game Max,Toys & Baby,3,745,12,268.2,215.73,2287.47
ITM0029503,ORD011796,PRD0485,HCL Lipstick Ultra,Beauty & Health,2,999,18,359.64,137.13,2220.51
ITM0029504,ORD011796,PRD0685,Hindusta Unilever Baby Oil Standard,Toys & Baby,1,2319,12,278.28,402.83,2194.45
ITM0029505,ORD011796,PRD0560,Crompton Cycle Plus,Sports & Fitness,3,7453,12,2683.08,1116.7,23925.38
ITM0029506,ORD011796,PRD0456,Hindusta Unilever Protein Powder Max,Beauty & Health,1,2894,18,520.92,410.42,3004.5
ITM0029507,ORD011797,PRD0204,boAt Pressure Cooker Pro,Home & Kitchen,1,14330,12,1719.6,2663.22,13386.38
ITM0029508,ORD011797,PRD0684,Zebronics Baby Oil Premium,Toys & Baby,3,2982,12,1073.52,682.99,9336.53
ITM0029509,ORD011797,PRD0547,Mahindra Treadmill Max,Sports & Fitness,3,20885,12,7518.6,10500.05,59673.55
ITM0029510,ORD011797,PRD0731,ITC Cold Pressed Oil Lite,Grocery,3,1599,0,0.0,883.7,3913.3
ITM0029511,ORD011798,PRD0944,Mivi Stapler Pro,Office Supplies,1,5950,18,1071.0,776.73,6244.27
ITM0029512,ORD011799,PRD0977,Berger Office Chair Base,Office Supplies,1,864,18,155.52,104.95,914.57
ITM0029513,ORD011799,PRD0346,Mahindra Self Help Book Standard,Books,1,120,0,0.0,3.05,116.95
ITM0029514,ORD011800,PRD0330,Orient MBA Textbook Ultra,Books,3,149,0,0.0,65.75,381.25
ITM0029515,ORD011800,PRD0552,Orient Cycle Pro,Sports & Fitness,3,12385,12,4458.6,121.82,41491.78
ITM0029516,ORD011800,PRD0837,Crossbeats Tyre Inflator Elite,Automotive,2,5558,28,3112.48,1977.47,12251.01
ITM0029517,ORD011800,PRD0064,boAt Power Bank Max,Electronics,3,42630,18,23020.2,15156.57,135753.63
ITM0029518,ORD011801,PRD0336,Titan Cookbook Pro,Books,2,766,0,0.0,200.68,1331.32
ITM0029519,ORD011801,PRD0933,Asian Paints File Folder Plus,Office Supplies,1,3175,18,571.5,141.61,3604.89
ITM0029520,ORD011801,PRD0782,Zebronics Turmeric Powder Classic,Grocery,1,636,0,0.0,96.48,539.52
ITM0029521,ORD011801,PRD0380,Dabur Medical Guide Standard,Books,1,1278,0,0.0,43.24,1234.76
ITM0029522,ORD011802,PRD0844,Maruti Dashboard Camera Pro,Automotive,2,2212,28,1238.72,131.0,5531.72
ITM0029523,ORD011802,PRD0691,Titan Rattle Set Premium,Toys & Baby,3,2077,12,747.72,752.55,6226.17
ITM0029524,ORD011803,PRD0371,Bajaj Medical Guide Ultra,Books,2,473,0,0.0,174.13,771.87
ITM0029525,ORD011803,PRD0779,HDFC Green Tea Max,Grocery,1,484,0,0.0,13.6,470.4
ITM0029526,ORD011803,PRD0781,Bajaj Electricals Turmeric Powder Pro,Grocery,2,262,0,0.0,50.73,473.27
ITM0029527,ORD011804,PRD0846,Berger Dashboard Camera Lite,Automotive,1,9253,28,2590.84,1402.36,10441.48
ITM0029528,ORD011805,PRD0677,Berger Diaper Pro,Toys & Baby,2,5000,12,1200.0,1835.62,9364.38
ITM0029529,ORD011806,PRD0230,Polycab Rice Cooker Premium,Home & Kitchen,2,12108,12,2905.92,3246.75,23875.17
ITM0029530,ORD011806,PRD0347,HCL Self Help Book Lite,Books,2,1063,0,0.0,328.78,1797.22
ITM0029531,ORD011806,PRD0725,Orient Desi Ghee Ultra,Grocery,2,1628,0,0.0,559.78,2696.22
ITM0029532,ORD011806,PRD0395,Fire-Boltt Biography Lite,Books,3,710,0,0.0,237.37,1892.63
ITM0029533,ORD011807,PRD0952,Mivi Whiteboard Ultra,Office Supplies,1,5812,18,1046.16,716.27,6141.89
ITM0029534,ORD011807,PRD0808,Bajaj Car Cover Premium,Automotive,2,6229,28,3488.24,1748.35,14197.89
ITM0029535,ORD011807,PRD0441,Asian Paints Multivitamins Classic,Beauty & Health,1,1525,18,274.5,260.62,1538.88
ITM0029536,ORD011808,PRD0456,Hindusta Unilever Protein Powder Max,Beauty & Health,1,2894,18,520.92,79.0,3335.92
ITM0029537,ORD011808,PRD0811,Syska Bike Helmet Base,Automotive,1,6956,28,1947.68,110.09,8793.59
ITM0029538,ORD011808,PRD0071,Noise Smartwatch Standard,Electronics,1,22960,18,4132.8,864.74,26228.06
ITM0029539,ORD011808,PRD0323,HCL MBA Textbook Standard,Books,3,875,0,0.0,332.51,2292.49
ITM0029540,ORD011809,PRD0345,Voltas Self Help Book Max,Books,1,938,0,0.0,98.56,839.44
ITM0029541,ORD011809,PRD0544,Bajaj Treadmill Elite,Sports & Fitness,3,2026,12,729.36,158.89,6648.47
ITM0029542,ORD011810,PRD0103,V-Guard Men Kurta Lite,Fashion,1,5030,5,251.5,875.08,4406.42
ITM0029543,ORD011811,PRD0403,Ambrane Face Cream Ultra,Beauty & Health,2,1748,18,629.28,690.04,3435.24
ITM0029544,ORD011812,PRD0741,Tata Atta Base,Grocery,3,1105,0,0.0,126.05,3188.95
ITM0029545,ORD011812,PRD0701,Pidilite Basmati Rice Elite,Grocery,1,1216,0,0.0,243.0,973.0
ITM0029546,ORD011812,PRD0475,Crompton Kajal Pro,Beauty & Health,3,1999,18,1079.46,1109.31,5967.15
ITM0029547,ORD011813,PRD0522,HCL Cricket Bat Ultra,Sports & Fitness,2,40989,12,9837.36,10943.5,80871.86
ITM0029548,ORD011814,PRD0948,ITC Stapler Ultra,Office Supplies,2,4372,18,1573.92,124.28,10193.64
ITM0029549,ORD011814,PRD0369,Godrej Engineering Book Lite,Books,3,914,0,0.0,107.53,2634.47
ITM0029550,ORD011815,PRD0759,HCL Honey Max,Grocery,3,1580,0,0.0,313.85,4426.15
ITM0029551,ORD011815,PRD0069,Gizmore Power Bank Plus,Electronics,1,76220,18,13719.6,7397.31,82542.29
ITM0029552,ORD011815,PRD0386,Bajaj Electricals History Book Premium,Books,3,1487,0,0.0,84.94,4376.06
ITM0029553,ORD011815,PRD0649,Infosys Building Blocks Premium,Toys & Baby,3,3339,12,1202.04,1826.39,9392.65
ITM0029554,ORD011816,PRD0020,Berger Laptop Standard,Electronics,1,57447,18,10340.46,4081.34,63706.12
ITM0029555,ORD011816,PRD0456,Hindusta Unilever Protein Powder Max,Beauty & Health,3,2894,18,1562.76,1530.7,8714.06
ITM0029556,ORD011817,PRD0557,Mivi Cycle Plus,Sports & Fitness,3,14575,12,5247.0,5018.64,43953.36
ITM0029557,ORD011817,PRD0833,Crossbeats Tyre Inflator Elite,Automotive,1,1360,28,380.8,4.18,1736.62
ITM0029558,ORD011817,PRD0734,Mivi Cold Pressed Oil Lite,Grocery,3,220,0,0.0,101.14,558.86
ITM0029559,ORD011817,PRD0897,Gizmore Engine Oil Lite,Automotive,2,1614,28,903.84,212.23,3919.61
ITM0029560,ORD011818,PRD0906,Havells Notebook Set Plus,Office Supplies,3,2303,18,1243.62,1108.19,7044.43
ITM0029561,ORD011818,PRD0956,Amul Whiteboard Elite,Office Supplies,1,7620,18,1371.6,483.14,8508.46
ITM0029562,ORD011818,PRD0076,Asian Paints Smartwatch Pro,Electronics,1,6273,18,1129.14,751.74,6650.4
ITM0029563,ORD011818,PRD0606,Fire-Boltt Board Game Premium,Toys & Baby,1,1159,12,139.08,26.98,1271.1
ITM0029564,ORD011819,PRD0907,Infosys Notebook Set Max,Office Supplies,1,2264,18,407.52,443.68,2227.84
ITM0029565,ORD011819,PRD0710,V-Guard Basmati Rice Lite,Grocery,3,710,0,0.0,89.64,2040.36
ITM0029566,ORD011819,PRD0995,Reliance Pen Drive Lite,Office Supplies,3,3180,18,1717.2,1757.21,9499.99
ITM0029567,ORD011820,PRD0698,Finolex Rattle Set Max,Toys & Baby,1,2511,12,301.32,64.46,2747.86
ITM0029568,ORD011820,PRD0245,Ambrane Air Purifier Pro,Home & Kitchen,3,23450,12,8442.0,10444.98,68347.02
ITM0029569,ORD011820,PRD0047,Havells Headphones Standard,Electronics,1,70096,18,12617.28,6294.46,76418.82
ITM0029570,ORD011820,PRD0070,Noise Power Bank Classic,Electronics,1,52231,18,9401.58,8124.95,53507.63
ITM0029571,ORD011821,PRD0246,Maruti Air Purifier Standard,Home & Kitchen,3,8728,12,3142.08,355.6,28970.48
ITM0029572,ORD011821,PRD0616,Portronics Educational Toy Pro,Toys & Baby,3,363,12,130.68,115.4,1104.28
ITM0029573,ORD011821,PRD0126,Titan Jeans Premium,Fashion,1,9027,5,451.35,1664.12,7814.23
ITM0029574,ORD011821,PRD0577,Wipro Swimming Goggles Ultra,Sports & Fitness,3,29423,12,10592.28,8459.57,90401.71
ITM0029575,ORD011822,PRD0409,Orient Face Cream Standard,Beauty & Health,3,797,18,430.38,308.38,2513.0
ITM0029576,ORD011822,PRD0929,HCL Printer Paper Max,Office Supplies,1,356,18,64.08,2.79,417.29
ITM0029577,ORD011823,PRD0686,Maruti Baby Oil Pro,Toys & Baby,2,1025,12,246.0,273.38,2022.62
ITM0029578,ORD011824,PRD0581,Gizmore Gym Gloves Premium,Sports & Fitness,1,13966,12,1675.92,393.44,15248.48
ITM0029579,ORD011824,PRD0011,Marico Laptop Max,Electronics,2,28226,18,10161.36,10865.76,55747.6
ITM0029580,ORD011824,PRD0593,Orient Resistance Band Standard,Sports & Fitness,2,1427,12,342.48,120.44,3076.04
ITM0029581,ORD011825,PRD0418,Hero Hair Oil Max,Beauty & Health,1,2520,18,453.6,342.21,2631.39
ITM0029582,ORD011825,PRD0863,Bajaj Electricals Bike Lock Ultra,Automotive,3,2610,28,2192.4,1545.16,8477.24
ITM0029583,ORD011826,PRD0748,Crossbeats Atta Premium,Grocery,1,769,0,0.0,21.86,747.14
ITM0029584,ORD011826,PRD0148,Bajaj Ethnic Dress Max,Fashion,2,10033,5,1003.3,2975.0,18094.3
ITM0029585,ORD011826,PRD0504,Orient Yoga Mat Ultra,Sports & Fitness,3,48271,12,17377.56,1615.61,160574.95
ITM0029586,ORD011826,PRD0729,Tata Desi Ghee Lite,Grocery,3,1560,0,0.0,195.11,4484.89
ITM0029587,ORD011827,PRD0160,ITC Formal Shirt Plus,Fashion,1,13985,5,699.25,2759.87,11924.38
ITM0029588,ORD011827,PRD0337,Godrej Cookbook Max,Books,1,899,0,0.0,57.42,841.58
ITM0029589,ORD011828,PRD0867,Finolex Bike Lock Standard,Automotive,1,5671,28,1587.88,266.4,6992.48
ITM0029590,ORD011829,PRD0726,Marico Desi Ghee Plus,Grocery,2,1728,0,0.0,150.08,3305.92
ITM0029591,ORD011829,PRD0151,HDFC Formal Shirt Base,Fashion,1,8355,5,417.75,1590.38,7182.37
ITM0029592,ORD011830,PRD0349,Infosys Self Help Book Pro,Books,3,898,0,0.0,467.97,2226.03
ITM0029593,ORD011830,PRD0360,Syska Children Story Max,Books,3,736,0,0.0,312.92,1895.08
ITM0029594,ORD011830,PRD0186,Hindusta Unilever Kurti Standard,Fashion,1,2940,5,147.0,467.33,2619.67
ITM0029595,ORD011831,PRD0728,Mivi Desi Ghee Standard,Grocery,2,1017,0,0.0,198.11,1835.89
ITM0029596,ORD011832,PRD0158,Godrej Formal Shirt Classic,Fashion,3,13522,5,2028.3,6396.03,36198.27
ITM0029597,ORD011832,PRD0226,Gizmore Rice Cooker Pro,Home & Kitchen,3,14411,12,5187.96,2638.23,45782.73
ITM0029598,ORD011832,PRD0569,Bajaj Electricals Football Lite,Sports & Fitness,2,1867,12,448.08,58.88,4123.2
ITM0029599,ORD011832,PRD0813,Amul Bike Helmet Elite,Automotive,2,9997,28,5598.32,1127.07,24465.25
ITM0029600,ORD011833,PRD0292,Titan Curtains Elite,Home & Kitchen,3,18583,12,6689.88,5076.36,57362.52
ITM0029601,ORD011833,PRD0878,Crompton Car Vacuum Ultra,Automotive,2,9570,28,5359.2,3225.79,21273.41
ITM0029602,ORD011833,PRD0355,Fire-Boltt Children Story Base,Books,1,1410,0,0.0,219.13,1190.87
ITM0029603,ORD011833,PRD0297,Marico Curtains Premium,Home & Kitchen,3,16352,12,5886.72,4804.56,50138.16
ITM0029604,ORD011834,PRD0888,Finolex LED Car Lights Premium,Automotive,2,8861,28,4962.16,1496.41,21187.75
ITM0029605,ORD011834,PRD0381,Asian Paints History Book Base,Books,3,278,0,0.0,106.48,727.52
ITM0029606,ORD011834,PRD0539,Pebble Badminton Racket Max,Sports & Fitness,2,19843,12,4762.32,4516.3,39932.02
ITM0029607,ORD011834,PRD0560,Crompton Cycle Plus,Sports & Fitness,3,7453,12,2683.08,1992.69,23049.39
ITM0029608,ORD011835,PRD0691,Titan Rattle Set Premium,Toys & Baby,1,2077,12,249.24,14.7,2311.54
ITM0029609,ORD011835,PRD0014,HDFC Laptop Base,Electronics,3,21765,18,11753.1,1477.68,75570.42
ITM0029610,ORD011835,PRD0717,Syska Organic Dal Standard,Grocery,1,1838,0,0.0,96.4,1741.6
ITM0029611,ORD011835,PRD0587,Havells Gym Gloves Plus,Sports & Fitness,3,23413,12,8428.68,11759.7,66907.98
ITM0029612,ORD011836,PRD0265,Finolex Table Fan Premium,Home & Kitchen,1,1867,12,224.04,76.85,2014.19
ITM0029613,ORD011836,PRD0261,Pidilite Table Fan Pro,Home & Kitchen,3,22265,12,8015.4,4766.6,70043.8
ITM0029614,ORD011837,PRD0141,Gizmore Ethnic Dress Pro,Fashion,1,4902,5,245.1,346.8,4800.3
ITM0029615,ORD011837,PRD0347,HCL Self Help Book Lite,Books,1,1063,0,0.0,144.08,918.92
ITM0029616,ORD011837,PRD0314,Infosys UPSC Guide Base,Books,3,1363,0,0.0,387.57,3701.43
ITM0029617,ORD011838,PRD0826,Ambrane Car Perfume Plus,Automotive,3,5628,28,4727.52,2596.0,19015.52
ITM0029618,ORD011839,PRD0508,Reliance Yoga Mat Pro,Sports & Fitness,3,43948,12,15821.28,5576.19,142089.09
ITM0029619,ORD011839,PRD0076,Asian Paints Smartwatch Pro,Electronics,1,6273,18,1129.14,1014.43,6387.71
ITM0029620,ORD011840,PRD0701,Pidilite Basmati Rice Elite,Grocery,2,1216,0,0.0,1.58,2430.42
ITM0029621,ORD011841,PRD0001,Usha Smartphone Elite,Electronics,1,78958,18,14212.44,11585.83,81584.61
ITM0029622,ORD011841,PRD0870,Hindusta Unilever Bike Lock Max,Automotive,2,7193,28,4028.08,600.77,17813.31
ITM0029623,ORD011841,PRD0962,Mahindra Calculator Ultra,Office Supplies,1,5795,18,1043.1,1019.28,5818.82
ITM0029624,ORD011841,PRD0730,Hindusta Unilever Desi Ghee Pro,Grocery,3,1668,0,0.0,921.0,4083.0
ITM0029625,ORD011842,PRD0555,Berger Cycle Ultra,Sports & Fitness,3,5904,12,2125.44,2282.82,17554.62
ITM0029626,ORD011842,PRD0814,Portronics Bike Helmet Ultra,Automotive,2,6781,28,3797.36,1470.01,15889.35
ITM0029627,ORD011843,PRD0330,Orient MBA Textbook Ultra,Books,1,149,0,0.0,13.4,135.6
ITM0029628,ORD011843,PRD0517,Mivi Dumbbells Ultra,Sports & Fitness,1,10459,12,1255.08,1754.12,9959.96
ITM0029629,ORD011843,PRD0629,Marico Soft Toy Pro,Toys & Baby,2,3222,12,773.28,545.86,6671.42
ITM0029630,ORD011843,PRD0763,Gizmore Dry Fruits Mix Plus,Grocery,1,1185,0,0.0,51.92,1133.08
ITM0029631,ORD011844,PRD0048,Crossbeats Headphones Standard,Electronics,1,47754,18,8595.72,6999.16,49350.56
ITM0029632,ORD011844,PRD0923,HCL Printer Paper Max,Office Supplies,2,1993,18,717.48,600.27,4103.21
ITM0029633,ORD011844,PRD0174,Noise Sherwani Pro,Fashion,1,4239,5,211.95,160.22,4290.73
ITM0029634,ORD011845,PRD0612,Polycab Educational Toy Pro,Toys & Baby,2,1177,12,282.48,445.89,2190.59
ITM0029635,ORD011845,PRD0476,Reliance Kajal Lite,Beauty & Health,1,1797,18,323.46,25.15,2095.31
ITM0029636,ORD011845,PRD0479,Portronics Kajal Plus,Beauty & Health,2,725,18,261.0,23.78,1687.22
ITM0029637,ORD011845,PRD0421,Voltas Shampoo Base,Beauty & Health,2,967,18,348.12,371.36,1910.76
ITM0029638,ORD011846,PRD0789,Marico Turmeric Powder Standard,Grocery,3,527,0,0.0,300.75,1280.25
ITM0029639,ORD011846,PRD0034,Hero Smart TV Plus,Electronics,1,137723,18,24790.14,17485.04,145028.1
ITM0029640,ORD011847,PRD0558,Noise Cycle Lite,Sports & Fitness,1,8636,12,1036.32,363.66,9308.66
ITM0029641,ORD011847,PRD0213,Hindusta Unilever Mixer Grinder Classic,Home & Kitchen,1,15096,12,1811.52,2993.14,13914.38
ITM0029642,ORD011847,PRD0768,Havells Dry Fruits Mix Lite,Grocery,3,273,0,0.0,142.07,676.93
ITM0029643,ORD011847,PRD0219,Havells Mixer Grinder Standard,Home & Kitchen,1,12669,12,1520.28,1702.22,12487.06
ITM0029644,ORD011848,PRD0405,Dabur Face Cream Ultra,Beauty & Health,2,1349,18,485.64,69.76,3113.88
ITM0029645,ORD011848,PRD0900,Reliance Engine Oil Lite,Automotive,3,5362,28,4504.08,1957.1,18632.98
ITM0029646,ORD011848,PRD0592,Zebronics Resistance Band Plus,Sports & Fitness,2,31192,12,7486.08,7438.46,62431.62
ITM0029647,ORD011849,PRD0702,Havells Basmati Rice Standard,Grocery,2,1662,0,0.0,370.37,2953.63
ITM0029648,ORD011849,PRD0570,Asian Paints Football Base,Sports & Fitness,1,8099,12,971.88,1023.66,8047.22
ITM0029649,ORD011849,PRD0201,ITC Pressure Cooker Max,Home & Kitchen,3,3555,12,1279.8,954.92,10989.88
ITM0029650,ORD011849,PRD0204,boAt Pressure Cooker Pro,Home & Kitchen,1,14330,12,1719.6,1393.5,14656.1
ITM0029651,ORD011850,PRD0570,Asian Paints Football Base,Sports & Fitness,2,8099,12,1943.76,1999.46,16142.3
ITM0029652,ORD011850,PRD0754,Voltas Honey Max,Grocery,1,857,0,0.0,147.89,709.11
ITM0029653,ORD011851,PRD0982,Polycab Desk Lamp Elite,Office Supplies,1,6436,18,1158.48,448.57,7145.91
ITM0029654,ORD011851,PRD0736,V-Guard Cold Pressed Oil Elite,Grocery,2,1545,0,0.0,485.39,2604.61
ITM0029655,ORD011852,PRD0217,Wipro Mixer Grinder Elite,Home & Kitchen,1,18839,12,2260.68,1097.83,20001.85
ITM0029656,ORD011852,PRD0134,HCL T-Shirt Pro,Fashion,3,2499,5,374.85,503.65,7368.2
ITM0029657,ORD011853,PRD0749,Hero Atta Max,Grocery,3,276,0,0.0,40.02,787.98
ITM0029658,ORD011854,PRD0253,Bajaj Ceiling Fan Plus,Home & Kitchen,1,21289,12,2554.68,1402.05,22441.63
ITM0029659,ORD011854,PRD0962,Mahindra Calculator Ultra,Office Supplies,1,5795,18,1043.1,227.51,6610.59
ITM0029660,ORD011854,PRD0673,Dabur Diaper Ultra,Toys & Baby,1,2352,12,282.24,111.52,2522.72
ITM0029661,ORD011855,PRD0068,Maruti Power Bank Base,Electronics,2,6907,18,2486.52,1950.81,14349.71
ITM0029662,ORD011856,PRD0285,Pebble Bedsheet Set Premium,Home & Kitchen,2,13396,12,3215.04,2242.15,27764.89
ITM0029663,ORD011856,PRD0495,Wipro Face Wash Pro,Beauty & Health,2,1630,18,586.8,219.61,3627.19
ITM0029664,ORD011856,PRD0839,Titan Tyre Inflator Ultra,Automotive,2,3342,28,1871.52,85.52,8470.0
ITM0029665,ORD011857,PRD0429,Marico Shampoo Ultra,Beauty & Health,1,1294,18,232.92,239.88,1287.04
ITM0029666,ORD011857,PRD0596,Voltas Resistance Band Pro,Sports & Fitness,3,45453,12,16363.08,17016.13,135705.95
ITM0029667,ORD011857,PRD0950,Mahindra Stapler Standard,Office Supplies,2,1627,18,585.72,215.6,3624.12
ITM0029668,ORD011857,PRD0663,Pebble Baby Stroller Pro,Toys & Baby,3,2069,12,744.84,563.62,6388.22
ITM0029669,ORD011858,PRD0436,Marico Sunscreen Pro,Beauty & Health,3,441,18,238.14,74.4,1486.74
ITM0029670,ORD011859,PRD0232,Hindusta Unilever Water Purifier Classic,Home & Kitchen,1,3699,12,443.88,634.13,3508.75
ITM0029671,ORD011859,PRD0103,V-Guard Men Kurta Lite,Fashion,2,5030,5,503.0,1686.63,8876.37
ITM0029672,ORD011859,PRD0489,Finolex Lipstick Premium,Beauty & Health,1,221,18,39.78,10.6,250.18
ITM0029673,ORD011859,PRD0789,Marico Turmeric Powder Standard,Grocery,1,527,0,0.0,25.49,501.51
ITM0029674,ORD011860,PRD0432,Pidilite Sunscreen Max,Beauty & Health,3,2664,18,1438.56,1593.5,7837.06
ITM0029675,ORD011860,PRD0085,Amul Camera Base,Electronics,2,31457,18,11324.52,4029.22,70209.3
ITM0029676,ORD011861,PRD0774,Voltas Green Tea Pro,Grocery,2,1863,0,0.0,354.47,3371.53
ITM0029677,ORD011862,PRD0195,Maruti Sports Shoes Classic,Fashion,1,13935,5,696.75,409.72,14222.03
ITM0029678,ORD011862,PRD0957,Pebble Whiteboard Max,Office Supplies,2,7404,18,2665.44,975.69,16497.75
ITM0029679,ORD011863,PRD0354,Orient Children Story Standard,Books,2,1487,0,0.0,190.04,2783.96
ITM0029680,ORD011863,PRD0341,Hero Self Help Book Ultra,Books,2,1128,0,0.0,250.02,2005.98
ITM0029681,ORD011864,PRD0409,Orient Face Cream Standard,Beauty & Health,2,797,18,286.92,72.13,1808.79
ITM0029682,ORD011865,PRD0027,Crossbeats Tablet Pro,Electronics,2,109124,18,39284.64,5301.13,252231.51
ITM0029683,ORD011866,PRD0750,HDFC Atta Classic,Grocery,1,594,0,0.0,29.74,564.26
ITM0029684,ORD011866,PRD0537,Mahindra Badminton Racket Premium,Sports & Fitness,1,9510,12,1141.2,978.98,9672.22
ITM0029685,ORD011867,PRD0761,ITC Dry Fruits Mix Lite,Grocery,3,1449,0,0.0,124.4,4222.6
ITM0029686,ORD011867,PRD0306,Ambrane Fiction Novel Plus,Books,1,527,0,0.0,96.29,430.71
ITM0029687,ORD011867,PRD0412,Fire-Boltt Hair Oil Pro,Beauty & Health,2,728,18,262.08,167.81,1550.27
ITM0029688,ORD011868,PRD0489,Finolex Lipstick Premium,Beauty & Health,1,221,18,39.78,19.11,241.67
ITM0029689,ORD011868,PRD0096,Godrej Router Base,Electronics,3,19337,18,10441.98,4693.98,63759.0
ITM0029690,ORD011868,PRD0264,Tata Table Fan Classic,Home & Kitchen,3,4015,12,1445.4,405.22,13085.18
ITM0029691,ORD011869,PRD0767,boAt Dry Fruits Mix Classic,Grocery,3,448,0,0.0,150.0,1194.0
ITM0029692,ORD011870,PRD0904,Infosys Notebook Set Plus,Office Supplies,2,2263,18,814.68,833.57,4507.11
ITM0029693,ORD011870,PRD0311,Havells UPSC Guide Pro,Books,1,735,0,0.0,83.75,651.25
ITM0029694,ORD011870,PRD0499,Amul Face Wash Max,Beauty & Health,2,1544,18,555.84,192.81,3451.03
ITM0029695,ORD011870,PRD0819,HDFC Bike Helmet Ultra,Automotive,1,5221,28,1461.88,434.85,6248.03
ITM0029696,ORD011871,PRD0627,boAt Soft Toy Max,Toys & Baby,1,4703,12,564.36,473.08,4794.28
ITM0029697,ORD011872,PRD0988,Crompton Desk Lamp Classic,Office Supplies,3,3179,18,1716.66,102.87,11150.79
ITM0029698,ORD011872,PRD0709,Godrej Basmati Rice Standard,Grocery,2,1007,0,0.0,31.6,1982.4
ITM0029699,ORD011872,PRD0597,Syska Resistance Band Plus,Sports & Fitness,1,46755,12,5610.6,1481.61,50883.99
ITM0029700,ORD011873,PRD0462,Infosys Essential Oil Plus,Beauty & Health,2,1289,18,464.04,19.57,3022.47
ITM0029701,ORD011873,PRD0478,HCL Kajal Ultra,Beauty & Health,1,2164,18,389.52,108.49,2445.03
ITM0029702,ORD011873,PRD0251,Noise Ceiling Fan Pro,Home & Kitchen,1,22379,12,2685.48,3639.89,21424.59
ITM0029703,ORD011873,PRD0994,Wipro Pen Drive Premium,Office Supplies,3,3814,18,2059.56,632.49,12869.07
ITM0029704,ORD011874,PRD0590,HCL Gym Gloves Plus,Sports & Fitness,3,48830,12,17578.8,28695.42,135373.38
ITM0029705,ORD011874,PRD0499,Amul Face Wash Max,Beauty & Health,2,1544,18,555.84,535.28,3108.56
ITM0029706,ORD011875,PRD0439,Crompton Sunscreen Plus,Beauty & Health,3,2783,18,1502.82,292.45,9559.37
ITM0029707,ORD011875,PRD0409,Orient Face Cream Standard,Beauty & Health,2,797,18,286.92,60.64,1820.28
ITM0029708,ORD011876,PRD0724,Asian Paints Desi Ghee Classic,Grocery,1,598,0,0.0,101.32,496.68
ITM0029709,ORD011876,PRD0519,Voltas Dumbbells Ultra,Sports & Fitness,1,38189,12,4582.68,5320.39,37451.29
ITM0029710,ORD011876,PRD0240,Dabur Water Purifier Ultra,Home & Kitchen,2,3114,12,747.36,578.7,6396.66
ITM0029711,ORD011877,PRD0987,Infosys Desk Lamp Premium,Office Supplies,3,742,18,400.68,198.26,2428.42
ITM0029712,ORD011877,PRD0011,Marico Laptop Max,Electronics,2,28226,18,10161.36,8334.46,58278.9
