order_id,customer_id,order_date,order_time,status,city,state,pincode,total_amount,gst_amount,shipping_charge,discount_amount,final_amount,payment_method,shipping_partner,tracking_id,delivered_date,is_cod,channel
ORD001848,CUST04141,22-11-2023,19:56:00,Cancelled,Amritsar,Punjab,165648,43387.36,5389.38,0,4965.02,43387.36,UPI,Ecom Express,TRK263835272,,0,App
ORD001849,CUST09206,03-01-2024,04:15:00,Returned,Jaipur,Rajasthan,717640,94173.96,10885.86,0,6056.9,94173.96,Credit Card,Ecom Express,TRK380194279,,0,Mobile Web
ORD001850,CUST04737,31-10-2024,03:42:00,Processing,Faridabad,Haryana,661963,164545.94,18996.0,0,9575.06,164545.94,Credit Card,BlueDart,TRK499347996,,0,App
ORD001851,CUST08657,21-12-2023,23:52:00,Delivered,Vadodara,Gujarat,333647,14766.75,1216.25,0,1173.5,14766.75,EMI,Delhivery,TRK893641242,27-12-2023,0,App
ORD001852,CUST07292,29-06-2023,06:32:00,Delivered,Ludhiana,Punjab,363199,248032.42,39449.52,0,30424.1,248032.42,Debit Card,DTDC,TRK997823565,06-07-2023,0,App
ORD001853,CUST00762,02-07-2023,13:39:00,Delivered,Jaipur,Rajasthan,402374,18435.39,2597.08,0,1235.69,18435.39,Net Banking,DTDC,TRK983787076,09-07-2023,0,Website
ORD001854,CUST08916,07-07-2023,05:10:00,Cancelled,Bareilly,Uttar Pradesh,123357,101055.59,15361.32,0,9058.73,101055.59,Debit Card,Ecom Express,TRK714694347,,0,App
ORD001855,CUST01899,26-03-2024,07:32:00,Delivered,Nagpur,Maharashtra,682592,141357.36,24416.64,0,20245.28,141357.36,Credit Card,Delhivery,TRK562263037,01-04-2024,0,Mobile Web
ORD001856,CUST05668,09-10-2023,16:39:00,Delivered,Nashik,Maharashtra,638259,7743.87,245.1,0,1073.23,7743.87,UPI,Shadowfax,TRK435568831,11-10-2023,0,Website
ORD001857,CUST06107,05-01-2025,10:11:00,Delivered,Varanasi,Uttar Pradesh,244872,27406.04,3421.5,0,3048.46,27406.04,Cash on Delivery,Ecom Express,TRK310626092,12-01-2025,1,Mobile Web
ORD001858,CUST03615,04-05-2024,08:57:00,Delivered,Navi Mumbai,Maharashtra,385486,1720.73,211.44,0,252.71,1720.73,UPI,XpressBees,TRK417291996,11-05-2024,0,App
ORD001859,CUST02253,16-08-2024,08:40:00,Cancelled,Guwahati,Assam,704621,5195.45,667.8,0,766.35,5195.45,UPI,XpressBees,TRK814720801,,0,App
ORD001860,CUST03869,04-02-2025,06:18:00,Delivered,Mumbai,Maharashtra,407545,26352.43,2941.14,0,2865.71,26352.43,Credit Card,BlueDart,TRK493692687,10-02-2025,0,App
ORD001861,CUST02848,10-03-2025,18:41:00,Returned,Meerut,Uttar Pradesh,160195,5715.91,1020.6,0,974.69,5715.91,Net Banking,XpressBees,TRK915537941,,0,App
ORD001862,CUST06477,29-01-2025,04:04:00,Delivered,Aurangabad,Maharashtra,515296,57368.05,5038.62,0,4674.57,57368.05,Credit Card,XpressBees,TRK500133168,31-01-2025,0,App
ORD001863,CUST03322,12-07-2023,03:46:00,Cancelled,Mumbai,Maharashtra,702830,88001.49,11179.64,0,7568.15,88001.49,UPI,XpressBees,TRK104887976,,0,Mobile Web
ORD001864,CUST04117,03-12-2023,22:54:00,Delivered,Kanpur,Uttar Pradesh,198203,15152.09,2460.74,0,731.65,15152.09,UPI,Delhivery,TRK663059270,07-12-2023,0,App
ORD001865,CUST08520,01-06-2024,04:35:00,Delivered,Moradabad,Uttar Pradesh,407766,383807.05,66199.86,0,50169.81,383807.05,Net Banking,XpressBees,TRK500600510,06-06-2024,0,App
ORD001866,CUST04331,14-02-2024,14:30:00,Delivered,Hyderabad,Telangana,685549,15992.04,2275.02,0,2089.98,15992.04,Net Banking,Ecom Express,TRK756372019,19-02-2024,0,App
ORD001867,CUST05401,15-02-2025,20:44:00,Delivered,Kota,Rajasthan,172726,42324.11,4290.21,0,3100.1,42324.11,UPI,Shadowfax,TRK358549411,21-02-2025,0,App
ORD001868,CUST02246,10-04-2024,17:41:00,Delivered,Rajkot,Gujarat,323630,4139.49,482.16,0,360.67,4139.49,UPI,Delhivery,TRK142369886,15-04-2024,0,App
ORD001869,CUST06252,29-09-2024,02:00:00,Cancelled,Varanasi,Uttar Pradesh,643016,9327.96,1273.32,0,181.36,9327.96,Credit Card,DTDC,TRK426502584,,0,App
ORD001870,CUST03102,10-09-2023,23:18:00,Returned,Srinagar,Jammu & Kashmir,502298,10946.55,1266.48,0,873.93,10946.55,Net Banking,Delhivery,TRK211279023,,0,App
ORD001871,CUST03608,12-07-2023,07:28:00,Cancelled,Meerut,Uttar Pradesh,167510,35925.29,1859.7,0,3128.41,35925.29,UPI,XpressBees,TRK277958917,,0,App
ORD001872,CUST01568,16-04-2024,04:26:00,Delivered,Coimbatore,Tamil Nadu,365437,9212.72,1356.48,0,1348.76,9212.72,Net Banking,Shadowfax,TRK395476211,18-04-2024,0,App
ORD001873,CUST09432,30-11-2024,18:22:00,Delivered,Chandigarh,Chandigarh,719050,177270.34,20869.92,0,7251.58,177270.34,UPI,Ecom Express,TRK213306032,06-12-2024,0,App
ORD001874,CUST06522,08-10-2024,12:27:00,Cancelled,Visakhapatnam,Andhra Pradesh,722922,66986.33,8661.36,0,4397.03,66986.33,UPI,Shadowfax,TRK360074947,,0,Website
ORD001875,CUST03942,19-11-2023,17:46:00,Delivered,Agra,Uttar Pradesh,490210,12580.99,672.2,0,1535.21,12580.99,Credit Card,Amazon Logistics,TRK159936542,22-11-2023,0,Mobile Web
ORD001876,CUST05533,04-06-2024,06:47:00,Delivered,Solapur,Maharashtra,288299,6463.33,887.04,0,627.71,6463.33,UPI,Delhivery,TRK782881493,10-06-2024,0,Mobile Web
ORD001877,CUST05543,19-12-2023,16:12:00,Returned,Jaipur,Rajasthan,500946,47443.93,6909.86,0,5236.93,47443.93,Debit Card,BlueDart,TRK751826990,,0,App
ORD001878,CUST02225,15-01-2024,05:56:00,Delivered,Ahmedabad,Gujarat,484919,13303.83,1546.44,0,1129.61,13303.83,Debit Card,Amazon Logistics,TRK936453187,20-01-2024,0,App
ORD001879,CUST09758,14-05-2025,15:46:00,Delivered,Raipur,Chhattisgarh,228547,113672.96,18373.32,0,6774.36,113672.96,Credit Card,Ecom Express,TRK179984139,20-05-2025,0,App
ORD001880,CUST02692,15-03-2025,10:00:00,Delivered,Vadodara,Gujarat,718983,299122.77,51139.62,0,38449.85,299122.77,Debit Card,Delhivery,TRK279567614,19-03-2025,0,App
ORD001881,CUST08412,28-08-2024,04:20:00,Delivered,Firozabad,Uttar Pradesh,210496,73141.1,9237.84,0,13078.74,73141.1,UPI,XpressBees,TRK675922569,02-09-2024,0,Website
ORD001882,CUST09704,15-04-2025,11:23:00,Delivered,Ludhiana,Punjab,717727,1734.08,33.84,0,301.76,1734.08,Credit Card,Ecom Express,TRK899736313,22-04-2025,0,App
ORD001883,CUST06684,01-05-2025,21:23:00,Delivered,Jaipur,Rajasthan,356915,14602.29,709.45,0,296.16,14602.29,Credit Card,Delhivery,TRK370860030,07-05-2025,0,Website
ORD001884,CUST03928,11-02-2025,15:17:00,Cancelled,Bhopal,Madhya Pradesh,228645,45471.47,5167.32,0,2756.85,45471.47,Net Banking,Shadowfax,TRK279630090,,0,Website
ORD001885,CUST06481,29-12-2024,23:20:00,Delivered,Guwahati,Assam,222580,3960.5,265.14,0,209.64,3960.5,Wallet,Delhivery,TRK694376577,03-01-2025,0,Website
ORD001886,CUST01014,03-12-2024,19:56:00,Delivered,Jodhpur,Rajasthan,224228,37713.82,2060.25,0,5551.43,37713.82,Debit Card,DTDC,TRK813438546,07-12-2024,0,App
ORD001887,CUST05399,21-01-2024,22:08:00,Processing,Faridabad,Haryana,695181,25967.72,2432.1,0,2105.38,25967.72,Debit Card,Ecom Express,TRK706299129,,0,App
ORD001888,CUST05568,05-11-2024,20:55:00,Delivered,Thane,Maharashtra,359624,16052.72,3017.32,0,2053.6,16052.72,UPI,XpressBees,TRK163086329,09-11-2024,0,App
ORD001889,CUST01294,07-06-2025,14:01:00,Cancelled,Ludhiana,Punjab,118793,281915.57,42704.88,0,2791.31,281915.57,Net Banking,BlueDart,TRK730970324,,0,App
ORD001890,CUST04447,29-11-2023,23:27:00,Cancelled,Nagpur,Maharashtra,167351,119000.78,21584.34,0,22496.56,119000.78,UPI,DTDC,TRK196427801,,0,Mobile Web
ORD001891,CUST07962,12-03-2024,03:50:00,Returned,Howrah,West Bengal,168856,21319.9,4399.68,0,2063.78,21319.9,Wallet,Shadowfax,TRK871465744,,0,App
ORD001892,CUST01869,30-05-2024,16:54:00,Cancelled,Meerut,Uttar Pradesh,468911,87448.38,9288.32,0,11616.94,87448.38,EMI,Amazon Logistics,TRK822517063,,0,Mobile Web
ORD001893,CUST08919,22-02-2024,21:59:00,Delivered,Ahmedabad,Gujarat,116894,32557.14,2032.53,0,6138.39,32557.14,UPI,Amazon Logistics,TRK395243489,24-02-2024,0,App
ORD001894,CUST09168,11-09-2024,05:38:00,Returned,Indore,Madhya Pradesh,421445,90766.67,8451.06,0,10626.39,90766.67,UPI,Amazon Logistics,TRK290102073,,0,App
ORD001895,CUST04481,09-07-2023,17:22:00,Delivered,Faridabad,Haryana,210344,167377.21,20975.76,0,16693.55,167377.21,Net Banking,DTDC,TRK235955408,14-07-2023,0,App
ORD001896,CUST07045,20-06-2024,06:17:00,Delivered,Pune,Maharashtra,340992,5003.56,0.0,0,501.44,5003.56,Cash on Delivery,XpressBees,TRK517725132,25-06-2024,1,App
ORD001897,CUST09786,30-11-2024,01:16:00,Delivered,Mysuru,Karnataka,283453,1332.22,0.0,0,59.78,1332.22,Credit Card,Delhivery,TRK425237814,07-12-2024,0,App
ORD001898,CUST02058,09-03-2024,10:50:00,Cancelled,Delhi,Delhi,255321,33084.19,2404.95,0,6163.76,33084.19,Net Banking,Shadowfax,TRK886396459,,0,Website
ORD001899,CUST09550,14-04-2025,23:02:00,Returned,Bareilly,Uttar Pradesh,176402,34120.71,6292.68,0,709.97,34120.71,EMI,XpressBees,TRK795033005,,0,Mobile Web
ORD001900,CUST05847,24-06-2023,03:14:00,Delivered,Agra,Uttar Pradesh,113717,182783.06,29876.5,0,18925.44,182783.06,Cash on Delivery,DTDC,TRK987371099,01-07-2023,1,App
ORD001901,CUST07867,03-04-2025,05:22:00,Delivered,Surat,Gujarat,218341,12522.17,1370.16,0,265.99,12522.17,UPI,Ecom Express,TRK376570777,10-04-2025,0,App
ORD001902,CUST03350,03-02-2024,18:59:00,Delivered,Allahabad,Uttar Pradesh,190322,45395.29,8260.38,0,2627.09,45395.29,Credit Card,Delhivery,TRK555770638,08-02-2024,0,Mobile Web
ORD001903,CUST00545,20-02-2024,15:27:00,Delivered,Kanpur,Uttar Pradesh,134864,34573.72,6474.31,0,5344.59,34573.72,Net Banking,Amazon Logistics,TRK567718371,27-02-2024,0,App
ORD001904,CUST04451,29-08-2023,09:09:00,Cancelled,Ahmedabad,Gujarat,507641,32990.57,4533.66,0,5366.09,32990.57,UPI,Shadowfax,TRK815860649,,0,App
ORD001905,CUST06207,08-06-2025,08:36:00,Delivered,Faridabad,Haryana,796639,4290.37,245.1,0,856.73,4290.37,Net Banking,Shadowfax,TRK510198416,14-06-2025,0,Mobile Web
ORD001906,CUST03941,11-02-2025,09:37:00,Cancelled,Jabalpur,Madhya Pradesh,304132,17292.03,2550.96,0,2116.93,17292.03,UPI,DTDC,TRK156593796,,0,App
ORD001907,CUST06467,16-02-2025,14:19:00,Delivered,Srinagar,Jammu & Kashmir,421894,84672.56,14273.88,0,8625.32,84672.56,Debit Card,Shadowfax,TRK184767559,19-02-2025,0,Mobile Web
ORD001908,CUST02519,06-09-2024,21:53:00,Delivered,Bareilly,Uttar Pradesh,157249,1101.62,0.0,0,94.38,1101.62,EMI,Delhivery,TRK203656991,13-09-2024,0,App
ORD001909,CUST00494,10-03-2024,11:11:00,Shipped,Faridabad,Haryana,174589,528546.52,80654.94,0,191.42,528546.52,UPI,Shadowfax,TRK197423611,,0,App
ORD001910,CUST08468,16-01-2025,15:51:00,Delivered,Firozabad,Uttar Pradesh,102052,14213.92,3151.68,0,1657.76,14213.92,Debit Card,DTDC,TRK685198940,20-01-2025,0,App
ORD001911,CUST01616,03-07-2024,16:48:00,Delivered,Navi Mumbai,Maharashtra,226588,115915.23,13536.85,0,20831.62,115915.23,Credit Card,DTDC,TRK256884683,06-07-2024,0,App
ORD001912,CUST00345,17-09-2024,13:28:00,Delivered,Rajkot,Gujarat,298478,3085.13,484.2,0,89.07,3085.13,UPI,XpressBees,TRK598484993,21-09-2024,0,App
ORD001913,CUST02974,25-09-2024,06:20:00,Delivered,Coimbatore,Tamil Nadu,494396,9329.37,1195.08,0,1481.71,9329.37,UPI,XpressBees,TRK381935707,28-09-2024,0,App
ORD001914,CUST09398,05-08-2024,17:46:00,Delivered,Kolkata,West Bengal,523944,92402.9,14954.6,0,1546.7,92402.9,UPI,DTDC,TRK751582825,07-08-2024,0,App
ORD001915,CUST05942,26-07-2023,13:51:00,Returned,Allahabad,Uttar Pradesh,590518,13708.09,1240.41,0,1379.32,13708.09,UPI,BlueDart,TRK748764711,,0,App
ORD001916,CUST05901,25-01-2024,16:41:00,Delivered,Hubli,Karnataka,572486,9658.0,2400.44,0,1315.44,9658.0,Cash on Delivery,Shadowfax,TRK700015802,27-01-2024,1,App
ORD001917,CUST01498,23-12-2023,22:08:00,Delivered,Vijayawada,Andhra Pradesh,316051,2420.89,391.5,0,145.61,2420.89,UPI,Delhivery,TRK886387958,26-12-2023,0,App
ORD001918,CUST01010,27-07-2024,04:22:00,Returned,Navi Mumbai,Maharashtra,152969,21455.23,2332.8,0,317.57,21455.23,Debit Card,DTDC,TRK712265337,,0,Mobile Web
ORD001919,CUST00014,29-06-2023,08:38:00,Delivered,Kanpur,Uttar Pradesh,708826,13053.28,1638.0,0,2234.72,13053.28,Wallet,Shadowfax,TRK276171868,02-07-2023,0,Website
ORD001920,CUST02809,03-08-2023,12:32:00,Delivered,Kolkata,West Bengal,233621,23617.04,2811.25,0,3877.21,23617.04,Net Banking,Delhivery,TRK291691929,10-08-2023,0,App
ORD001921,CUST09217,09-05-2024,04:01:00,Delivered,Jabalpur,Madhya Pradesh,716186,2571.44,0.0,0,314.56,2571.44,UPI,DTDC,TRK837673543,16-05-2024,0,App
ORD001922,CUST07256,29-05-2024,03:23:00,Delivered,Bareilly,Uttar Pradesh,589287,129127.7,15185.7,0,6382.0,129127.7,UPI,Ecom Express,TRK179302250,02-06-2024,0,App
ORD001923,CUST05546,11-02-2025,20:13:00,Returned,Ranchi,Jharkhand,163479,5067.49,836.64,0,577.15,5067.49,UPI,Delhivery,TRK961282998,,0,Website
ORD001924,CUST03231,10-10-2023,21:08:00,Cancelled,Faridabad,Haryana,765617,30160.65,3545.46,0,2169.81,30160.65,Net Banking,Ecom Express,TRK715767915,,0,App
ORD001925,CUST07758,16-05-2024,06:14:00,Delivered,Mumbai,Maharashtra,522726,190.43,0.0,79,33.57,269.43,UPI,Amazon Logistics,TRK622485537,19-05-2024,0,Mobile Web
ORD001926,CUST07514,21-07-2023,05:29:00,Delivered,Bengaluru,Karnataka,235549,27938.94,5232.8,0,3496.86,27938.94,Debit Card,Shadowfax,TRK856578186,25-07-2023,0,Mobile Web
ORD001927,CUST09904,20-04-2024,10:17:00,Delivered,Bareilly,Uttar Pradesh,302416,9609.34,1561.68,0,628.34,9609.34,UPI,Delhivery,TRK588989377,27-04-2024,0,App
ORD001928,CUST00353,11-07-2023,18:13:00,Delivered,Nashik,Maharashtra,530435,43038.01,4433.16,0,825.15,43038.01,UPI,Amazon Logistics,TRK277333507,15-07-2023,0,App
ORD001929,CUST01966,11-04-2025,18:15:00,Delivered,Vadodara,Gujarat,411754,6278.71,261.0,0,1060.29,6278.71,UPI,Delhivery,TRK447645881,15-04-2025,0,Website
ORD001930,CUST01021,17-07-2024,18:49:00,Delivered,Chennai,Tamil Nadu,275553,336173.64,56078.44,0,34354.8,336173.64,EMI,Ecom Express,TRK555639751,21-07-2024,0,Website
ORD001931,CUST05784,21-06-2024,16:39:00,Delivered,Firozabad,Uttar Pradesh,491528,32350.55,4560.9,0,1681.35,32350.55,UPI,DTDC,TRK654316507,27-06-2024,0,Mobile Web
ORD001932,CUST03374,14-05-2024,04:30:00,Returned,Pune,Maharashtra,689490,296729.05,46134.84,0,24182.79,296729.05,Net Banking,Delhivery,TRK362648832,,0,Website
ORD001933,CUST01393,04-09-2023,19:46:00,Delivered,Jaipur,Rajasthan,188349,13775.46,1421.52,0,940.06,13775.46,UPI,Amazon Logistics,TRK535168182,09-09-2023,0,Website
ORD001934,CUST00177,16-11-2024,19:19:00,Cancelled,Howrah,West Bengal,421165,32711.0,6532.14,0,1289.14,32711.0,Wallet,XpressBees,TRK882657914,,0,App
ORD001935,CUST07218,02-11-2023,09:12:00,Delivered,Ludhiana,Punjab,467560,17477.14,3430.0,0,1829.86,17477.14,UPI,BlueDart,TRK813073069,07-11-2023,0,App
ORD001936,CUST01530,17-04-2025,06:52:00,Returned,Mysuru,Karnataka,694604,57064.4,9393.12,0,8349.72,57064.4,UPI,Ecom Express,TRK610582692,,0,Mobile Web
ORD001937,CUST09760,20-04-2025,05:03:00,Shipped,Ahmedabad,Gujarat,229419,85134.21,9611.52,0,4573.31,85134.21,Debit Card,DTDC,TRK517142934,,0,Website
ORD001938,CUST05434,21-01-2024,14:39:00,Delivered,Ludhiana,Punjab,169291,6086.66,728.46,0,1031.8,6086.66,UPI,Amazon Logistics,TRK204770020,23-01-2024,0,Website
ORD001939,CUST03143,24-10-2024,03:00:00,Delivered,Bareilly,Uttar Pradesh,493034,119384.15,14974.32,0,20940.17,119384.15,EMI,DTDC,TRK398643896,30-10-2024,0,App
ORD001940,CUST05272,03-01-2025,10:37:00,Shipped,Firozabad,Uttar Pradesh,188150,545228.18,97388.1,0,93204.92,545228.18,Debit Card,Amazon Logistics,TRK309016181,,0,App
ORD001941,CUST02955,01-02-2025,13:58:00,Delivered,Amritsar,Punjab,379140,9738.7,268.95,0,1862.25,9738.7,UPI,BlueDart,TRK971272046,08-02-2025,0,App
ORD001942,CUST06358,28-07-2024,14:40:00,Delivered,Meerut,Uttar Pradesh,630627,150148.29,25234.56,0,16698.27,150148.29,UPI,Shadowfax,TRK559657785,30-07-2024,0,Website
ORD001943,CUST03991,07-12-2023,16:35:00,Returned,Ranchi,Jharkhand,339296,3036.67,0.0,0,203.33,3036.67,Credit Card,XpressBees,TRK680638552,,0,App
ORD001944,CUST03829,18-04-2024,21:53:00,Delivered,Vijayawada,Andhra Pradesh,205740,38217.82,5112.18,0,2077.36,38217.82,Credit Card,Shadowfax,TRK553966097,21-04-2024,0,Mobile Web
ORD001945,CUST04999,18-04-2024,11:27:00,Returned,Srinagar,Jammu & Kashmir,228935,87633.18,10908.72,0,15237.54,87633.18,Net Banking,BlueDart,TRK616463258,,0,App
ORD001946,CUST00960,28-11-2024,01:24:00,Delivered,Navi Mumbai,Maharashtra,183411,161838.97,20652.42,0,9930.45,161838.97,UPI,Delhivery,TRK844473554,01-12-2024,0,App
ORD001947,CUST00342,06-12-2024,12:36:00,Delivered,Aurangabad,Maharashtra,792578,87918.03,14463.71,0,8272.68,87918.03,Net Banking,Delhivery,TRK354737693,10-12-2024,0,Mobile Web
ORD001948,CUST06673,09-06-2025,23:22:00,Delivered,Visakhapatnam,Andhra Pradesh,683322,10822.75,1268.4,0,1015.65,10822.75,Credit Card,XpressBees,TRK186892471,14-06-2025,0,App
ORD001949,CUST03065,22-06-2024,00:54:00,Delivered,Moradabad,Uttar Pradesh,485670,9495.93,2196.04,0,543.11,9495.93,Debit Card,Shadowfax,TRK587451705,28-06-2024,0,Website
ORD001950,CUST00051,31-10-2024,03:48:00,Shipped,Solapur,Maharashtra,267537,146361.64,23125.68,0,5240.04,146361.64,Credit Card,XpressBees,TRK446136421,,0,App
ORD001951,CUST09181,12-07-2023,01:44:00,Delivered,Firozabad,Uttar Pradesh,623804,165940.43,28305.3,0,21902.87,165940.43,UPI,Delhivery,TRK477628183,16-07-2023,0,App
ORD001952,CUST07517,11-07-2024,17:10:00,Shipped,Ludhiana,Punjab,603580,12483.92,635.85,0,868.93,12483.92,Net Banking,XpressBees,TRK428799505,,0,Website
ORD001953,CUST02762,30-01-2025,06:48:00,Returned,Bhopal,Madhya Pradesh,423108,6079.18,327.85,0,805.67,6079.18,Cash on Delivery,Amazon Logistics,TRK403994015,,1,App
ORD001954,CUST03457,25-09-2024,21:17:00,Cancelled,Ranchi,Jharkhand,406276,111129.33,13668.3,0,14026.97,111129.33,UPI,BlueDart,TRK972986758,,0,Website
ORD001955,CUST08913,01-09-2023,10:11:00,Delivered,Mumbai,Maharashtra,561721,12533.23,2679.6,0,733.37,12533.23,UPI,XpressBees,TRK438435016,03-09-2023,0,App
ORD001956,CUST06823,10-12-2024,06:17:00,Delivered,Mysuru,Karnataka,360807,42579.28,4435.62,0,3130.34,42579.28,Net Banking,Amazon Logistics,TRK440997294,17-12-2024,0,App
ORD001957,CUST06635,21-01-2024,10:05:00,Delivered,Surat,Gujarat,194755,7031.42,878.58,0,936.16,7031.42,Credit Card,Ecom Express,TRK722137023,25-01-2024,0,App
ORD001958,CUST07738,09-03-2025,18:47:00,Delivered,Varanasi,Uttar Pradesh,437567,46175.41,5409.78,0,2308.37,46175.41,Debit Card,DTDC,TRK967669260,14-03-2025,0,Website
ORD001959,CUST02791,12-10-2023,06:38:00,Delivered,Indore,Madhya Pradesh,445013,7137.82,140.0,0,1114.18,7137.82,UPI,XpressBees,TRK755588875,14-10-2023,0,Website
ORD001960,CUST04123,11-05-2025,01:11:00,Cancelled,Vijayawada,Andhra Pradesh,248793,630253.71,105819.3,0,64937.59,630253.71,Cash on Delivery,Amazon Logistics,TRK905240325,,1,App
ORD001961,CUST02394,19-04-2025,10:47:00,Returned,Kolkata,West Bengal,208383,26272.06,2932.92,0,3442.86,26272.06,Credit Card,DTDC,TRK972869397,,0,App
ORD001962,CUST02653,09-07-2023,09:32:00,Delivered,Ludhiana,Punjab,631113,33527.96,4178.4,0,5470.44,33527.96,EMI,BlueDart,TRK986093104,15-07-2023,0,Mobile Web
ORD001963,CUST07370,11-12-2023,14:48:00,Delivered,Varanasi,Uttar Pradesh,637734,8596.81,1471.84,0,819.03,8596.81,Net Banking,DTDC,TRK956852645,13-12-2023,0,Mobile Web
ORD001964,CUST07241,16-09-2023,07:11:00,Delivered,Hyderabad,Telangana,745340,53554.78,5904.36,0,2231.58,53554.78,Credit Card,Ecom Express,TRK179928819,20-09-2023,0,App
ORD001965,CUST06458,04-07-2023,06:57:00,Shipped,Nagpur,Maharashtra,387921,245568.07,41350.26,0,33059.19,245568.07,UPI,Ecom Express,TRK289381267,,0,Website
ORD001966,CUST05397,19-05-2025,10:45:00,Delivered,Varanasi,Uttar Pradesh,517062,39956.55,4805.76,0,4897.21,39956.55,UPI,Shadowfax,TRK305493705,22-05-2025,0,Mobile Web
ORD001967,CUST05945,17-07-2024,16:26:00,Cancelled,Vadodara,Gujarat,292062,14264.51,1626.6,0,917.09,14264.51,UPI,XpressBees,TRK450775914,,0,App
ORD001968,CUST03902,24-05-2025,03:28:00,Delivered,Navi Mumbai,Maharashtra,764798,32262.98,3936.72,0,4479.74,32262.98,UPI,Ecom Express,TRK691689572,28-05-2025,0,App
ORD001969,CUST08810,28-04-2025,09:22:00,Shipped,Amritsar,Punjab,550758,4311.02,390.96,0,492.94,4311.02,Net Banking,Ecom Express,TRK613369836,,0,App
ORD001970,CUST06963,02-04-2025,06:16:00,Returned,Guwahati,Assam,759663,10697.09,2676.24,0,1537.15,10697.09,Cash on Delivery,BlueDart,TRK698145579,,1,Mobile Web
ORD001971,CUST05544,25-11-2023,07:02:00,Delivered,Bareilly,Uttar Pradesh,597382,58128.02,8429.32,0,4608.3,58128.02,EMI,Amazon Logistics,TRK884624301,27-11-2023,0,Website
ORD001972,CUST03842,18-05-2025,06:37:00,Shipped,Delhi,Delhi,129592,2117.06,353.52,0,200.46,2117.06,EMI,Amazon Logistics,TRK208526272,,0,App
ORD001973,CUST07799,06-09-2023,08:20:00,Delivered,Meerut,Uttar Pradesh,240306,138746.08,14333.42,0,5168.34,138746.08,Debit Card,Ecom Express,TRK783095377,09-09-2023,0,App
ORD001974,CUST03007,23-12-2023,12:47:00,Cancelled,Howrah,West Bengal,494630,85345.46,14270.4,0,11391.94,85345.46,Debit Card,Shadowfax,TRK428633134,,0,App
ORD001975,CUST03320,04-12-2023,14:57:00,Cancelled,Chennai,Tamil Nadu,154326,80302.4,14568.24,0,11304.84,80302.4,Debit Card,BlueDart,TRK604317497,,0,App
ORD001976,CUST00380,14-03-2024,18:13:00,Delivered,Mumbai,Maharashtra,390458,11630.11,669.5,0,2429.39,11630.11,Credit Card,Amazon Logistics,TRK108740625,21-03-2024,0,App
ORD001977,CUST08106,17-07-2024,09:20:00,Delivered,Ahmedabad,Gujarat,262155,8756.37,1391.58,0,880.21,8756.37,Net Banking,Shadowfax,TRK142384971,20-07-2024,0,Website
ORD001978,CUST06988,23-07-2024,06:51:00,Shipped,Faridabad,Haryana,395732,62552.54,9611.28,0,454.74,62552.54,UPI,Amazon Logistics,TRK523498550,,0,App
ORD001979,CUST08807,22-11-2023,20:10:00,Delivered,Moradabad,Uttar Pradesh,652697,1023.97,0.0,0,183.03,1023.97,UPI,Amazon Logistics,TRK789234193,25-11-2023,0,App
ORD001980,CUST02201,12-06-2025,10:22:00,Delivered,Mumbai,Maharashtra,220729,16290.32,1426.8,0,2021.48,16290.32,UPI,BlueDart,TRK637604431,18-06-2025,0,Website
ORD001981,CUST05676,16-02-2025,18:01:00,Delivered,Solapur,Maharashtra,144839,19021.52,1683.07,0,1269.55,19021.52,Debit Card,DTDC,TRK828756856,22-02-2025,0,Mobile Web
ORD001982,CUST00534,26-01-2024,20:05:00,Delivered,Jabalpur,Madhya Pradesh,232182,431.09,0.0,49,15.91,480.09,Cash on Delivery,Delhivery,TRK769441150,29-01-2024,1,App
ORD001983,CUST05299,05-06-2024,14:25:00,Processing,Solapur,Maharashtra,721627,44324.37,3625.73,0,2159.36,44324.37,UPI,BlueDart,TRK214195691,,0,App
ORD001984,CUST09518,13-09-2023,07:21:00,Delivered,Ranchi,Jharkhand,596899,200329.92,33805.18,0,18381.26,200329.92,Net Banking,Ecom Express,TRK165748343,15-09-2023,0,Website
ORD001985,CUST02851,26-04-2024,17:04:00,Delivered,Hyderabad,Telangana,692722,5901.84,486.24,0,434.4,5901.84,UPI,DTDC,TRK236208151,29-04-2024,0,App
ORD001986,CUST02531,03-12-2024,19:49:00,Delivered,Hyderabad,Telangana,564284,15626.48,2042.76,0,1875.28,15626.48,Wallet,Amazon Logistics,TRK171637652,07-12-2024,0,Website
ORD001987,CUST08435,17-07-2023,03:08:00,Processing,Meerut,Uttar Pradesh,188840,8864.1,1246.92,0,554.82,8864.1,UPI,Ecom Express,TRK724831702,,0,App
ORD001988,CUST01605,13-12-2024,19:34:00,Delivered,Jodhpur,Rajasthan,557892,47865.97,7149.59,0,5937.62,47865.97,Cash on Delivery,XpressBees,TRK345839574,20-12-2024,1,Mobile Web
ORD001989,CUST05284,19-08-2024,23:51:00,Delivered,Meerut,Uttar Pradesh,566000,80986.89,13643.64,0,8454.75,80986.89,Debit Card,BlueDart,TRK260819543,21-08-2024,0,Website
ORD001990,CUST01739,25-08-2023,12:39:00,Shipped,Bareilly,Uttar Pradesh,232450,22889.82,977.1,0,3384.28,22889.82,Debit Card,BlueDart,TRK902017825,,0,Mobile Web
